serial no,title,link,author
08_03_2024_2,A virago by any other name would be bold,https://drive.google.com/file/d/1fdGw5P5PWV5tCwweDr2bU9aY7vHmc7pX/view?usp=drivesdk,"[""Deepa Gahlot""]"
08_03_2024_3,Economics of empowerment,https://drive.google.com/file/d/1J9EqKT59cZwbKPrWHiTqDOLYyguLxGbC/view?usp=drivesdk,"[""Sandip Banerjee""]"
08_03_2024_4,A wrong remedy?,https://drive.google.com/file/d/1frSm9Zfp1WTRc8Yqtkuxy1qsEWpJ0xqS/view?usp=drivesdk,"[""Suresh Kumar""]"
08_03_2024_5,`All-White Saraswati',https://drive.google.com/file/d/1rCu5yHlWDWYmXP1E9wgtuPviw_VT9LHc/view?usp=drivesdk,"[""Raju Mansukhani""]"
08_03_2024_6,Contexts of Pyongyang's sabre-rattling,https://drive.google.com/file/d/1P7UpQSpoByibZ68PaokhZ3B-hQNlmrGV/view?usp=drivesdk,"[""Wang Son-Taek""]"
08_03_2024_7,Public buildings must be symbolically rich,https://drive.google.com/file/d/1Rq3UTwh9Mn4YLZ5i_S_FWfEUGJe17uzu/view?usp=drivesdk,"[""P Venugopal""]"
08_03_2024_8,A pathway to global prosperity,https://drive.google.com/file/d/1Pd7EaK6PGIkcptUaJpCBeOlNdbNnD6-N/view?usp=drivesdk,"[""Nishtha Satyam""]"
08_03_2024_9,A call to action for women's leadership,https://drive.google.com/file/d/1kWsi6obb2l6YStrdt4a7PWdVrOO2__rg/view?usp=drivesdk,"[""Priyanka Chaturvedi""]"
08_03_2024_10,Women's power is breaking barriers,https://drive.google.com/file/d/1xxbqMVkvkkRu8aNTOnac_Y2JL3HPfRen/view?usp=drivesdk,"[""Nirupama Menon Rao""]"
08_03_2024_11,Preserving the feminine essence of India,https://drive.google.com/file/d/1i6HZyM7qkS6qOy1qsF8YhKCL08lo4FvK/view?usp=drivesdk,"[""Teena Vachani""]"
08_03_2024_12,The indomitable spirit of Indian women,https://drive.google.com/file/d/1yk4InPyEabgEYYEjpD59l7ypqgtLQ0hc/view?usp=drivesdk,"[""Darshana Jardosh""]"
08_03_2024_13,The coaching industry and self-regulation,https://drive.google.com/file/d/1UwMXRM4XMbiVXJkwu32XJv7RAYWRsWil/view?usp=drivesdk,"[""Rameesh Kailasam"", ""Jharna Kamdar""]"
08_03_2024_14,India and AI application,https://drive.google.com/file/d/1SbnhqeGRWGYWn4urXRz5Xm1JtWffkfow/view?usp=drivesdk,"[""Abhishek Singh"", ""Satwik Mishra""]"
08_03_2024_15,"Majesty, thy name is woman",https://drive.google.com/file/d/1AG9YsSEMkLDBfHmbY4Kp-XCmhK54_HJ3/view?usp=drivesdk,"[""B Maria Kumar""]"
08_03_2024_16,"Women have come a long way in India, but a long way to go for full equality",https://drive.google.com/file/d/16Z4_g8YEsk4nVQZmCmXlni5CUINdsx8r/view?usp=drivesdk,"[""Anita Anand""]"
08_03_2024_17,Corporate gender responsibility: Stop pink-washing it,https://drive.google.com/file/d/1ORv9mEgKYu5_y5SVgjqi2spnxwDCzedb/view?usp=drivesdk,"[""Tulsi Jayakumar""]"
08_03_2024_18,"Financial literacy is key: Beti bachao, Vitt sikhao",https://drive.google.com/file/d/1J6hPL3ElQUFidQCn2IdZx30-juusgo8A/view?usp=drivesdk,"[""Anonymous""]"
08_03_2024_19,We need a bridge consumption survey to analyse poverty trends,https://drive.google.com/file/d/12FYsAq4s8ezLUA9nvVehEAXi2vScMyfQ/view?usp=drivesdk,"[""Himanshu""]"
08_03_2024_20,Womenomics must take centre stage in this digital age,https://drive.google.com/file/d/1ZE5ELdzP_NcNKcMnaxny6XyLG83tbOzU/view?usp=drivesdk,"[""Archna Datta""]"
08_03_2024_21,Women must win if the whole world is to emerge victorious,https://drive.google.com/file/d/1Bqsyj2hncA8qFGimhLshZ_pDH1Kp_7nF/view?usp=drivesdk,"[""Indermit Gill"", ""Tea Trumbic""]"
08_03_2024_22,Invest in women and we'll see a gender dividend transform India,https://drive.google.com/file/d/1j5VfWSYSwQbXkTL1gp3AXdr1hjMRU2xq/view?usp=drivesdk,"[""Poonam Muttreja""]"
08_03_2024_23,Banking for Net Zero,https://drive.google.com/file/d/1cgQbTIgm8XziAxi6dw9EivByJRO7pIYw/view?usp=drivesdk,"[""Suranjali Tandon""]"
08_03_2024_24,The bias that must go,https://drive.google.com/file/d/1CVXLUV3Z--US4OaV2AtQo5uXrvSWi5z0/view?usp=drivesdk,"[""Maja Daruwala""]"
08_03_2024_25,"She, the enabler",https://drive.google.com/file/d/1u94s3HjgwOD6n66ZgC6dZd7MATsGzaCA/view?usp=drivesdk,"[""Priti Adani""]"
08_03_2024_26,"Women, welfare, whataboutery",https://drive.google.com/file/d/1otBo-eQtHecjz9CvLDiQWwJG7hej7jEz/view?usp=drivesdk,"[""Sushmita Dev""]"
08_03_2024_27,Opening doors,https://drive.google.com/file/d/13gMzWfLouEvnH9kbSeWhLmqjeXJnRf3P/view?usp=drivesdk,"[""Manish Sabharwal"", ""Chinmay Tumbe""]"
08_03_2024_28,The determinant in `more women in the job market',https://drive.google.com/file/d/1i6Mr23VpRBVIV05EtHgfyJZK8V9B5_IW/view?usp=drivesdk,"[""Indira Hirway""]"
08_03_2024_29,A bold step towards a cervical cancer-free future,https://drive.google.com/file/d/12WGvPwnSwIuRB34k0NtVZ1VDeD0yBxds/view?usp=drivesdk,"[""Ramya Pinnamaneni"", ""Ananya Awasthi"", ""Dhriti Dhawan"", ""K Vish Viswanath""]"
08_03_2024_30,Bridging the gender gap in health research,https://drive.google.com/file/d/1l5VM4fUZzoaJ9W5lAwVjZPv3u3cugVn2/view?usp=drivesdk,"[""Preetha Reddy""]"
08_03_2024_31,The burden of women in construction,https://drive.google.com/file/d/1fWYjAWJi7kuRg4R-Hi2tyZx1CXoQ4_rk/view?usp=drivesdk,"[""Namrata Chindarkar"", ""Divya Ravindranath""]"
08_03_2024_32,Fall and rise in women's work participation,https://drive.google.com/file/d/1yDmftjV5CLGZiSR0VCPhL3er9xXTXUUG/view?usp=drivesdk,"[""Sonalde Desai"", ""Pallavi Choudhuri""]"
08_03_2024_33,On the Janatha Vimukthi Peramuna,https://drive.google.com/file/d/1qoJe0C3XvNt6G7h8jAAC_jVtdu4k-JAY/view?usp=drivesdk,"[""Nirupama Subramanian""]"
08_03_2024_34,`Anatomy of a Fall': how the legal drama goes beyond the confines of labels,https://drive.google.com/file/d/1vs27roaczz9qKeXqOukV8m-78R-A7rtv/view?usp=drivesdk,"[""Mini Anthikad Chhibber""]"
08_03_2024_35,"Legally guaranteed MSP fine for pulses, oilseeds",https://drive.google.com/file/d/1xmmcQTjF9jlcMZXUdqaPytUqL1FWtZ1i/view?usp=drivesdk,"[""Kushankur Dey"", ""Hemangee Das""]"
08_03_2024_36,The shadow education challenge,https://drive.google.com/file/d/1_bKC-9axd5696qhE6AkraK2wbdyyc_N3/view?usp=drivesdk,"[""Sharad Sinha"", ""Aditya Sinha""]"
08_03_2024_37,"Green ammonia, fuelling the future",https://drive.google.com/file/d/1qXloBnuTJSIZqg3fP0hIAB5Rx2LJXVKs/view?usp=drivesdk,"[""Sachchida Nand""]"
08_03_2024_38,Financial inclusion hit by gender stereotypes,https://drive.google.com/file/d/1aBNc4tWbXMwRhbbAcDxbj_LZ03Sm1pPf/view?usp=drivesdk,"[""S Abinaya"", ""K Alamelu""]"
08_03_2024_39,Fighting tropical disease,https://drive.google.com/file/d/1k7jNvgzOIeIqa1pny35p1Kz_fasuY34B/view?usp=drivesdk,"[""Bharati Pravin Pawar""]"
08_03_2024_40,Mauritius deepens India's naval reach,https://drive.google.com/file/d/1ufRDdDrcVZbgRGneKVmfv0UwpcJ28cow/view?usp=drivesdk,"[""Harsh V Pant"", ""Samir Bhattacharya""]"
08_03_2024_41,What's behind the US market disconnect?,https://drive.google.com/file/d/1-E14_ZF3a9Gf0mDmgFXySsmJpGlN9i6y/view?usp=drivesdk,"[""Kenneth Rogoff""]"
08_03_2024_42,Small steps towards a gender-equal world,https://drive.google.com/file/d/1tIRJ2Pyip0EoAQcouTyKFEswr22WlIXf/view?usp=drivesdk,"[""Antonio Guterres""]"
08_03_2024_43,Lessons from Norway in smashing patriarchy,https://drive.google.com/file/d/1ju7fTTYTgQI40dejmHBcSJB044PJRJWD/view?usp=drivesdk,"[""May-Elin Stener""]"
08_03_2024_44,BJP's push to bridge the North-South gap,https://drive.google.com/file/d/1FEosb_C8jhu3koa5WKvWfsXO70CClt6U/view?usp=drivesdk,"[""Rajdeep Sardesai""]"
08_03_2024_45,The work of Pritzker laureate Yamamoto: a mission to defeat isolation,https://drive.google.com/file/d/1enbG2ieuahKv9KI1iP_Z6CFhMGvC133G/view?usp=drivesdk,"[""Shiny Varghese""]"
08_03_2024_46,El Nino and the monsoon,https://drive.google.com/file/d/1ngSkPXJcSKja35rZtF6IWNF_BYsnqj7g/view?usp=drivesdk,"[""Anjali Marar""]"
08_03_2024_47,Why Kerala declared man-animal conflict a state-specific disaster,https://drive.google.com/file/d/1JFSxoWvu0jrR9XUNuNg3-T4d6G4SsHyn/view?usp=drivesdk,"[""Shaju Philip""]"
08_03_2024_48,India to manufacture Penicillin G again: why it was stopped,https://drive.google.com/file/d/1K0YnRCud8WybfPq4YFtJmUk1sAIBeqLh/view?usp=drivesdk,"[""Anonna Dutt""]"
08_03_2024_49,She's got no ticket to ride,https://drive.google.com/file/d/1-3knLVD0wCedhdfeiML3I4d52LpDkbSj/view?usp=drivesdk,"[""Shikha Mukerjee""]"
08_03_2024_50,Economic push might pull Pak closer to India,https://drive.google.com/file/d/1QP2aUv1ypUmAQ4xiLDHUXz-J5Og40Cgo/view?usp=drivesdk,"[""Neena Gopal""]"
08_03_2024_51,Mouse is in the house,https://drive.google.com/file/d/1H-oSWCl30WXKNMYpnASxTZ3y9VzPMFhi/view?usp=drivesdk,"[""Arijit Barman""]"
08_03_2024_52,Xi hold the Trump card,https://drive.google.com/file/d/1UbOMSmc8rgSxa9EyluJxlqPuQ3ro1PBJ/view?usp=drivesdk,"[""Saibal Dasgupta""]"
08_03_2024_53,Sarkar will be poor company for great art,https://drive.google.com/file/d/12B0hdTsJnYVlwCWTuyZIIoOlECDyY6mx/view?usp=drivesdk,"[""Gautam Bhatia""]"
08_03_2024_54,Boys can't keep being boys,https://drive.google.com/file/d/1VAQysVnbtXGZURwkmzGCj3j4N13oM3Oa/view?usp=drivesdk,"[""Mihira Sood""]"
08_03_2024_55,Electoral democracy faces headwinds,https://drive.google.com/file/d/1NkTRGY-9mNgCgbAdwQi7C1W_on5HU2yS/view?usp=drivesdk,"[""Julio Ribeiro""]"
08_03_2024_56,Boost presence in workforce,https://drive.google.com/file/d/1yyPuiAmRStHY_xw8lzCW6BQwP1BjVR1i/view?usp=drivesdk,"[""Sindhu Bhattacharya""]"
08_03_2024_57,Need to invest in women,https://drive.google.com/file/d/1Xr2-VFImSBJV-xEkXwso7t3HCi-O_A7b/view?usp=drivesdk,"[""Prem Chowdhry""]"
08_03_2024_58,Global corporate giants: catalysts or culprits in the climate crisis?,https://drive.google.com/file/d/1Uczi_AQsW-jDwxjRz3kAIuPXNHFyzhgg/view?usp=drivesdk,"[""Anonymous""]"
08_03_2024_59,Get ready for reinvention of Bharat,https://drive.google.com/file/d/1eVKtFbe-KpdpYKCFm-GG-SU9Aizevmvw/view?usp=drivesdk,"[""S Sukanya Iyer""]"
08_03_2024_60,Feminism: The Bhartiya way,https://drive.google.com/file/d/19gf3aqRbxKsT8_XdbTOzFN2ee5izoi-n/view?usp=drivesdk,"[""Hari K Sharma""]"
09_03_2024_1,Gender equality as the plank of sustainable development,https://drive.google.com/file/d/1DSYTtUTCGTTlvocDSvsRi4KsTVJ6K-em/view?usp=drivesdk,"[""Damilola Ogunbiyi"", ""Saurabh Kumar""]"
09_03_2024_2,India's suboptimal use of its labour power,https://drive.google.com/file/d/1MKIZpBfn48ivqBOXdqiaznh3nZzb_G9Z/view?usp=drivesdk,"[""Maitreesh Ghatak"", ""Mrinalini Jha""]"
09_03_2024_3,Raising women's presence in corporate boards,https://drive.google.com/file/d/1oc-EufWgVp15sUNej-UR5_rWssilGC7g/view?usp=drivesdk,"[""M Muneer""]"
09_03_2024_4,"Are Indians investing, or trying to get rich quick?",https://drive.google.com/file/d/1p85cc1f_wUfJcqajZaKNWwsXzUVoXyw6/view?usp=drivesdk,"[""Aarati Krishnan""]"
09_03_2024_5,A wiser world after Covid,https://drive.google.com/file/d/1B4LImeFxOKinwz6UO3GsVlfjKF9iWS4Y/view?usp=drivesdk,"[""Devangshu Datta""]"
09_03_2024_6,Indian airlines shouldn't gamble with stricter safety,https://drive.google.com/file/d/1i74WAkc3IrFjcyq9dwkTdP3sbtM513in/view?usp=drivesdk,"[""Tim Culpan""]"
09_03_2024_7,Unravelling secrets of the elusive snow leopard,https://drive.google.com/file/d/1FKlG7Eg_DObGriZy21tcDArUU2A7N_nj/view?usp=drivesdk,"[""Neha Sinha"", ""Rishi Sharma""]"
09_03_2024_8,The fine print of Karnataka caste census,https://drive.google.com/file/d/1OHdQsRpQ4CGhA8Q3Jo79VBBGtykJf1EQ/view?usp=drivesdk,"[""Narendar Pani""]"
09_03_2024_9,Everyone gets a voice,https://drive.google.com/file/d/1QXpHtbMCgTqXCr4mdAad-60E4eAIS6Gl/view?usp=drivesdk,"[""P V Sindhu""]"
09_03_2024_10,Change in the valley,https://drive.google.com/file/d/1oFw3LcOf55eTK3PlLo-djRgf7IcK_vjU/view?usp=drivesdk,"[""Syed Ata Hasnain""]"
09_03_2024_11,In pursuit of conservatism,https://drive.google.com/file/d/1UT0LX2cpknCBYEkoppYv4GnSya-V2DT2/view?usp=drivesdk,"[""Ram Madhav""]"
09_03_2024_12,Filling in the diet chart,https://drive.google.com/file/d/1ICwUaVeSDGCw6k7ynU3uDbRxMPEmJAeq/view?usp=drivesdk,"[""Soumya Swaminathan"", ""Rama Narayanan""]"
09_03_2024_13,Why scientists voted down proposal to declare start of Anthropocene,https://drive.google.com/file/d/1JWVEWj5ukp5GaoiVHrG9kfSwEx0maIgS/view?usp=drivesdk,"[""Arjun Sengupta"", ""Alind Chauhan""]"
09_03_2024_14,ED allegations against Louise Khurshid,https://drive.google.com/file/d/1J5M6wBcZ5TkAem_MiYS50sb1ErNoouK2/view?usp=drivesdk,"[""Anonymous""]"
09_03_2024_15,"India's RS 10,000-cr AI mission",https://drive.google.com/file/d/1EkuKK5GcE7yodTGrpA6fP1a2ueGZ7LKy/view?usp=drivesdk,"[""Soumyarendra Barik""]"
09_03_2024_16,Aadhaar and voter-id: why the EC wants to amend election laws,https://drive.google.com/file/d/1eKuV7ImCEkixQFmCnkAHr5mqetXL_Nvz/view?usp=drivesdk,"[""Damini Nath""]"
09_03_2024_17,Securing India's water future,https://drive.google.com/file/d/11DXpyqE20_X96tOLIlxlKLhlYhUyPVj0/view?usp=drivesdk,"[""Bishwadeep Ghose""]"
09_03_2024_18,Rihanna and Rishi: a tale of two weddings,https://drive.google.com/file/d/1ddvVBcjyCq14qvR5SmQi9i4hSb8cZAYY/view?usp=drivesdk,"[""Madhavan Narayanan""]"
09_03_2024_19,The old global order giving way to the new,https://drive.google.com/file/d/1E3KR_bOVbYLQx_iq6zJvOQfvyLK6cCMF/view?usp=drivesdk,"[""Shashi Tharoor""]"
09_03_2024_20,"Fashion should be fun, not fatal",https://drive.google.com/file/d/1CoFdehVyMlvX9-qG0MUenozuCHN7NFU2/view?usp=drivesdk,"[""Sunny Leone""]"
09_03_2024_21,Align angles to work by degree,https://drive.google.com/file/d/1RWfU-oOYJ4urY0oXTXedo0EBGHp4gErv/view?usp=drivesdk,"[""Mamidala Jagadesh Kumar""]"
09_03_2024_22,Passage through India,https://drive.google.com/file/d/1UXqlJwzCcfh8X8-iec-XRQ0iL8JRT0UC/view?usp=drivesdk,"[""Amitabh Kant""]"
09_03_2024_23,Surprising USP od ancient Hindu Personal law: diversity,https://drive.google.com/file/d/1vAZ3y_s7wV6ORmfUHMRjRwrird2lNvS0/view?usp=drivesdk,"[""Robin David""]"
09_03_2024_24,"`Missing voters': forgotten, not gone",https://drive.google.com/file/d/1Q52LHIWZ8bnX1QLk7kEUIT72l9RpW6kT/view?usp=drivesdk,"[""Dipankar Gupta""]"
09_03_2024_25,The case for disclosure of judicial assets,https://drive.google.com/file/d/1_0EqGkVc1Rq6DWqDtml2Z65M19ZLzUt5/view?usp=drivesdk,"[""Kishlay Mishra""]"
09_03_2024_26,Giving stray dogs a bad name,https://drive.google.com/file/d/1UpSR-86NWZwdgTR9MIdFAfd1tMwX33F3/view?usp=drivesdk,"[""Hiranmay Karlekar""]"
09_03_2024_27,India's battle against China's strategic dumping tactics,https://drive.google.com/file/d/13fKewT-KdUGqRLip9S7oMto-aK9LU1Gh/view?usp=drivesdk,"[""Jaijit Bhattacharya""]"
09_03_2024_28,Patent pooling: a path to welfare and prosperity,https://drive.google.com/file/d/1fqWxWeneHv_kAsnsyhB9AhIL81ZMFQtR/view?usp=drivesdk,"[""Amit Singh""]"
09_03_2024_29,Turning migrant labour into mercenaries,https://drive.google.com/file/d/1yPqgMZD1QgtUsUQm2JRcVAqUgmfZjON9/view?usp=drivesdk,"[""Rajesh Ramachandran""]"
09_03_2024_30,China's leadership glosses over growing popular discontent,https://drive.google.com/file/d/1pmkgS00vmrp1LxS2RYQBuG8Ydd3ymIVI/view?usp=drivesdk,"[""Jayadeva Ranade""]"
09_03_2024_31,The poorest can live better without buying much,https://drive.google.com/file/d/1L4HEtwdKImWhsHvR9YLwBMQAiILf5jbz/view?usp=drivesdk,"[""Aunindyo Chakravarty""]"
09_03_2024_32,Trump's isolationism,https://drive.google.com/file/d/1uQollDeDBVXf_Tle8XfnPCanyBPXSg02/view?usp=drivesdk,"[""Ted Grover""]"
09_03_2024_33,Legacies of a shared past,https://drive.google.com/file/d/1Gxy3NiKmDGWXDanNW11rZoZyGCO5Uq0z/view?usp=drivesdk,"[""Gautam Bhattacharya""]"
09_03_2024_34,Way to multipolar order,https://drive.google.com/file/d/1yG28XY33oK2ERFOb8DPCxRESj7KyObNl/view?usp=drivesdk,"[""V Upadhyay""]"
09_03_2024_35,How many `chaiwallas' can India have? Ask Bill Gates,https://drive.google.com/file/d/1l2oHuTeR_TeEpcdCHa1siZu45mmoH9hC/view?usp=drivesdk,"[""Shobhaa De""]"
09_03_2024_36,Is the term `superwoman' a compliment or an expectation?,https://drive.google.com/file/d/1EuLjwOo2LDnKRWTYAhhDx-vD53xrMj5e/view?usp=drivesdk,"[""Bhavani Sundaram""]"
09_03_2024_37,The UNSC reforms and comprehensive model proposed by India,https://drive.google.com/file/d/1vZsLLRBuOnE0TJRAbFOtOdziqAX6u8yc/view?usp=drivesdk,"[""Rajesh Kumar"", ""Sharanpreet Kaur""]"
09_03_2024_38,Languages from the ancient era,https://drive.google.com/file/d/14xd0LLR46kEhePiB1LSaYhFtF2gNC9Wz/view?usp=drivesdk,"[""Anonymous""]"
10_03_2024_1,Can resveratrol-copper be used to prevent metastasis?,https://drive.google.com/file/d/1KsTjOiybaKtwom1vZMsibV_DEZHaiFB4/view?usp=drivesdk,"[""R Prasad""]"
10_03_2024_2,Why India urgently needs a legal framework for genomics,https://drive.google.com/file/d/18Jyi0lG9VcWuUi0NIyakn9oBtIubzeSW/view?usp=drivesdk,"[""Vinod Scaria""]"
10_03_2024_3,Why has government issued an AI advisory?,https://drive.google.com/file/d/1vmqUHs916iiu_0tqpztRwrODIEyEuf7z/view?usp=drivesdk,"[""Aroon Deep""]"
10_03_2024_4,What are the hurdles to fair global trade?,https://drive.google.com/file/d/1PC9BEY3EeJNExJnuaZkxEFCfRNRCp4ad/view?usp=drivesdk,"[""Suresh Seshadri""]"
10_03_2024_5,What has France ruled on abortion rights?,https://drive.google.com/file/d/1WeGX_j8we7aqdbHGL9epIFnJ_GBuIem_/view?usp=drivesdk,"[""Aaratrika Bhaumik""]"
10_03_2024_6,A symbol of defiance- Second Thomas Shoal,https://drive.google.com/file/d/11IczYBO5UnbEp4l0XMIueB4afYW6zLl6/view?usp=drivesdk,"[""Priyali Prakash""]"
10_03_2024_7,Wheeling into freedom- G N Saibaba,https://drive.google.com/file/d/1MmwaZpSn0mO1k01zXl5zj55tHPU43D2W/view?usp=drivesdk,"[""Sreeparna Chakrabarty""]"
10_03_2024_8,"New coalition, old politics- Nepal's Communist bloc",https://drive.google.com/file/d/1pxrCUibhlDaRI0pQLl-oYV7s1Y4zY8Y7/view?usp=drivesdk,"[""Sanjeev Satgainya""]"
10_03_2024_9,The continuing battle for bread and peace,https://drive.google.com/file/d/1KP8_fm9FZN6tPShsjaTYNVBN0ET_Zqif/view?usp=drivesdk,"[""Lalita Panicker""]"
10_03_2024_10,Chamkila and songs of resistance in Punjab,https://drive.google.com/file/d/1Gy2hl74mXEvkmIhhd_4mRRcxZY-z5-Fd/view?usp=drivesdk,"[""Manraj Grewal Sharma""]"
10_03_2024_11,Democracy deserves a festival,https://drive.google.com/file/d/1sTZDokQirv2CtZk2NPd_9vLYppwrq2Mq/view?usp=drivesdk,"[""P Chidambaram""]"
10_03_2024_12,This world is for dogs too,https://drive.google.com/file/d/1QAuP9b1fhGBnvlEctVUlFhAZUwQwOVox/view?usp=drivesdk,"[""Nanditha Krishna""]"
10_03_2024_13,Path to renewal,https://drive.google.com/file/d/1g2HH2w2jlFuiTjwI8TTIgxxOkZudwUct/view?usp=drivesdk,"[""K K Srivastava""]"
10_03_2024_14,Grim outlook for Russia-Ukraine conflict,https://drive.google.com/file/d/1wtDgHFXU4PrtUXnlrPu1NS-DP_X4PKOo/view?usp=drivesdk,"[""Makhan Saikia""]"
10_03_2024_15,"German guilt, hypocrisy and complicity in Gaza genocide",https://drive.google.com/file/d/1U68AJfI1vLesFL87Jg9-cyGzUibM--Jp/view?usp=drivesdk,"[""Mahir Ali""]"
10_03_2024_16,"Time to reimagine, build up India as an Asian hub",https://drive.google.com/file/d/1T6aTBuJoqehmV7VZOoRevBn9x3NUvffr/view?usp=drivesdk,"[""Manish Tewari""]"
10_03_2024_17,Big deal for big cats,https://drive.google.com/file/d/1AEnPB3jW1z8MgsO1Hc9VnN4MqsjbZRYb/view?usp=drivesdk,"[""P K Joshi""]"
10_03_2024_18,The choke hold,https://drive.google.com/file/d/1UhgSB7fnN46zOBzKkU7Nu2gTeWWjehzm/view?usp=drivesdk,"[""Narain Batra""]"
10_03_2024_19,"At Kerala's other `Sabarimala', St Thomas and saffron robes",https://drive.google.com/file/d/1ZvK_hSFJ2sg_wBIgdh2H0UW9UnnQ4hp8/view?usp=drivesdk,"[""Disney Tom""]"
10_03_2024_20,"For new Pak PM, a juggling act between economy and military",https://drive.google.com/file/d/1sgmzSYeTqNdaOXtOeDtwuo2stCJ1aBHZ/view?usp=drivesdk,"[""Michael Kugelman""]"
10_03_2024_21,"For securing Bengaluru's water future, let us look to its past",https://drive.google.com/file/d/1pBfEuY59-Xjbg1CRoQ2fne7-Eoiagc_G/view?usp=drivesdk,"[""Harini Nagendra""]"
10_03_2024_22,What Trump's return will mean for India,https://drive.google.com/file/d/17VytAmoJDT2LS3VvvLj9suay055Gsjxm/view?usp=drivesdk,"[""Swaminathan S Anklesaria Aiyar""]"
10_03_2024_23,"Band, baaja before baraat: pre-wedding bashes get bigger, fatter",https://drive.google.com/file/d/1TnnJfgvjExpAzfnaURQEP5qsIqM5uzCK/view?usp=drivesdk,"[""Sneha Bhura""]"
10_03_2024_24,Global debt dynamics: challenges and solutions in a post-pandemic world,https://drive.google.com/file/d/1zhcdc--oH9CbbjLi1blqKYQYHMssc1UG/view?usp=drivesdk,"[""Devasya Verma""]"
10_03_2024_25,Administrative governance for Viksit Bharat,https://drive.google.com/file/d/1VCRpcAhRPHNEzIfWzuqoUIZ2engGCWTr/view?usp=drivesdk,"[""Arun Agarwal""]"
11_03_2024_1,"Whose Public Trust Doctrine is it, anyway?",https://drive.google.com/file/d/1wPaFL7ExGVysIGlMKZgvPDnrh9-igLSE/view?usp=drivesdk,"[""Shailendra Yashwant""]"
11_03_2024_2,Verdict on MLAs' liability was long overdue,https://drive.google.com/file/d/13YilmalC1GcELDpTdtdtqmDlH--P87rQ/view?usp=drivesdk,"[""Jayaprakash Narayan""]"
11_03_2024_3,India's SHGs emerging world's biggest microfin project,https://drive.google.com/file/d/1Myct4inJokxHSc4qL_Uu3wVJ87is8xP0/view?usp=drivesdk,"[""Anonymous""]"
11_03_2024_4,PIO women: a powerhouse in US,https://drive.google.com/file/d/189BCto3ExnOb9xdrJcW3bdtGSzMT-Gcw/view?usp=drivesdk,"[""Arul Louis""]"
11_03_2024_5,Green entrepreneurs crucial,https://drive.google.com/file/d/1Y-r00WZoXZlUXIn-JMYWbhrD-BY-UxRy/view?usp=drivesdk,"[""Viiveck Verma""]"
11_03_2024_6,Kerala university under scrutiny for student's death,https://drive.google.com/file/d/13nC9HHsp-fDrtuuWX3iwbePbPZBO-txR/view?usp=drivesdk,"[""Kumar Chellappan""]"
11_03_2024_7,Nepal: pro-China govt assumes power,https://drive.google.com/file/d/1zX_hNTfjlstth53kg47knTHCYabe-eFw/view?usp=drivesdk,"[""K S Tomar""]"
11_03_2024_8,Challenging colonial patriarchy and cultural hegemony,https://drive.google.com/file/d/1PQiPq82amSBXdv6tQ8sAjWSJfO_jwBHs/view?usp=drivesdk,"[""Phirmi Bodo""]"
11_03_2024_9,The practice of offering freebies must stop,https://drive.google.com/file/d/1lc2vHarS8bcWmuqi1kWD4k-REI6eaTel/view?usp=drivesdk,"[""Uttam Gupta""]"
11_03_2024_10,Warning labels for informed choices over food: How to navigate challenges,https://drive.google.com/file/d/1GFJu7tS8Fki8dBR2AFIwnAZ4HRQIGaD5/view?usp=drivesdk,"[""Pradeep S Mehta"", ""T B Simi""]"
11_03_2024_11,Modi `guarantees': Flurry of projects on eve of polls,https://drive.google.com/file/d/11oF1NJJ5EGD5zeb17VU0pglzHc2mGBVP/view?usp=drivesdk,"[""Parsa Venkateshwar Rao Jr""]"
11_03_2024_12,We need to make freedom of speech low-brow in India,https://drive.google.com/file/d/1J2s_Zt1CA6PIv9FmUQ2PF0ld5B0oOwmy/view?usp=drivesdk,"[""Manu Joseph""]"
11_03_2024_13,India's AI ambitions will get a much-needed fillip,https://drive.google.com/file/d/1Hg22PzuWdGc0yPhyWiIwIHdSQrQF_oUe/view?usp=drivesdk,"[""Anonymous""]"
11_03_2024_14,Geopolitical power is thought to flow from the pins of microchips,https://drive.google.com/file/d/13ZBZ7KPLV8LBWChBFbBk9qhCgUN4Et_K/view?usp=drivesdk,"[""Nitin Pai""]"
11_03_2024_15,Election fever grips Bollywood and the financial sector,https://drive.google.com/file/d/1x4ELvuPIQncdblYw4AWZT00b2R00c41d/view?usp=drivesdk,"[""Rajrishi Singhal""]"
11_03_2024_16,China needs a reset that goes beyond its domestic troubles,https://drive.google.com/file/d/1WpSZq127CgI9RxVPLG7YXFz-2-fl8hMM/view?usp=drivesdk,"[""Karishma Vaswani""]"
11_03_2024_17,Let hybrids not muddle our path to net-zero: EVs must take over,https://drive.google.com/file/d/1gvB_gJIwcDf9EwrtWXhHYJXC6F_EFwnw/view?usp=drivesdk,"[""Ashok Jhunjhunwala""]"
11_03_2024_18,The End?,https://drive.google.com/file/d/1xvOKzVzg9kW5-XEXyyx1rk9TyjbUAtG7/view?usp=drivesdk,"[""Ash Narain Roy""]"
11_03_2024_19,Will MH370 mystery ever get solved?,https://drive.google.com/file/d/1aD16SZwhJdg2fTmdJyWhcFX_uOOvoVtr/view?usp=drivesdk,"[""Charitha Pattiaratchi""]"
